city_ascii;lat;lng;iso2
Laurentian Valley;45.7681;-77.2239;CA
Navasota;30.3874;-96.0895;US
Sutton;42.1337;-71.7503;US
White Meadow Lake;40.924;-74.5121;US
Irshava;48.3172;23.0375;UA
Beverly Hills;28.9175;-82.4541;US
Crestline;34.2486;-117.289;US
Igarata;-23.2044;-46.1561;BR
Flowood;32.3359;-90.0802;US
Liberty;41.8132;-74.7775;US
Kargat;55.2;80.2833;RU
Nea Peramos;38;23.4167;GR
Currumbin;-28.158;153.469;AU
Guthrie;35.8428;-97.4357;US
Brandon;43.5928;-96.5799;US
East St. Paul;49.9772;-97.0103;CA
Crissier;46.55;6.5833;CH
Bloomfield;36.7401;-107.9734;US
Rio Vista;38.1763;-121.7025;US
Siteia;35.2;26.1;GR
Kyritz;52.9422;12.3972;DE
Portland;41.5988;-72.589;US
Boonville;38.9588;-92.7471;US
Bli Bli;-26.618;153.037;AU
Putnam;41.9093;-71.8711;US
Louisville;40.8371;-81.2643;US
Tvrdosin;49.3369;19.5503;SK
Clay Cross;53.1637;-1.4128;GB
Hackettstown;40.854;-74.8257;US
North Gates;43.1718;-77.7064;US
Lorraine;45.6833;-73.7833;CA
Khotyn;48.5;26.5;UA
Verkhneuralsk;53.8833;59.2167;RU
Nagykallo;47.8831;21.85;HU
Chotebor;49.7208;15.6702;CZ
Ariranha;-21.1878;-48.7869;BR
Kendall Park;40.4138;-74.5626;US
Thompson;41.9798;-71.8735;US
Saline;42.1741;-83.778;US
Madras;44.6425;-121.1315;US
Ineu;46.4258;21.8369;RO
Cheat Lake;39.6672;-79.8565;US
Vallendar;50.4003;7.6172;DE
Clinton;35.0005;-78.3311;US
Porangaba;-23.1758;-48.125;BR
Banaruyeh;28.0839;54.0483;IR
Heath;32.8444;-96.4679;US
Sainte-Julienne;45.97;-73.72;CA
Celebration;28.3102;-81.551;US
Blackfalds;52.3833;-113.8;CA
Fort Stewart;31.8818;-81.6105;US
Belousovo;55.0917;36.6667;RU
Lenoir City;35.811;-84.2818;US
Hartland;43.1027;-88.3399;US
College Place;46.0419;-118.3879;US
Svit;49.0583;20.2025;SK
Jennings;30.2233;-92.6582;US
Trumpington;52.174;0.109;GB
Bad Bevensen;53.0792;10.5833;DE
Stevenston;55.645;-4.758;GB
Vel'ke Kapusany;48.55;22.0833;SK
Tomah;43.9879;-90.4999;US
New Richmond;45.1249;-92.5377;US
Oakbrook;38.9996;-84.6797;US
Manchester;42.9921;-77.1897;US
Zimmerman;45.4416;-93.5981;US
Hemau;49.0519;11.7828;DE
Zorbig;51.6167;12.1167;DE
Wesley Chapel;34.9985;-80.6905;US
Claremont;43.379;-72.3368;US
Gloucester Point;37.2767;-76.5043;US
Parsons;37.3405;-95.2959;US
Bohemia;40.7717;-73.1271;US
Malahide;42.7928;-80.9361;CA
Torihama;35.6006;135.9406;JP
Shijak;41.3456;19.5672;AL
Didymoteicho;41.35;26.5;GR
Fultondale;33.6177;-86.8015;US
North College Hill;39.2174;-84.552;US
Boiling Springs;35.045;-81.9779;US
Herculandia;-22.0036;-50.3853;BR
Reserve;30.0741;-90.5557;US
Westwood;42.303;-85.6286;US
Torgelow;53.6167;14;DE
Cape Elizabeth;43.5891;-70.238;US
Pozo Almonte;-20.2597;-69.7862;CL
Neshannock;41.051;-80.352;US
Westerland;54.91;8.3075;DE
Aljustrel;37.8785;-8.1614;PT
Casteloes de Cepeda;41.2008;-8.3306;PT
Horodenka;48.6675;25.5003;UA
Moore;40.7798;-75.422;US
Tecklenburg;52.2194;7.8125;DE
Lo Miranda;-34.1957;-70.8891;CL
Forestdale;33.5737;-86.9002;US
Santa Maria del Tule;17.0465;-96.6363;MX
Marathon;24.7262;-81.0376;US
Mendig;50.3744;7.2808;DE
Valky;49.8386;35.6217;UA
Salto Grande;-22.8928;-49.9858;BR
Hastings;43.3215;-76.1582;US
Lexington;37.7825;-79.444;US
Dumont;-21.2364;-47.9733;BR
Hawkinge;51.117;1.1638;GB
Hickam Housing;21.3311;-157.9474;US
Pokrovsk;61.4833;129.15;RU
Alderwood Manor;47.8147;-122.2672;US
Nizhniye Sergi;56.6667;59.3;RU
Bad Liebenwerda;51.5167;13.4;DE
St. Stephens;35.7641;-81.2746;US
Currie;55.896;-3.3074;GB
Kalanchak;46.255;33.2906;UA
Melgaco;42.1167;-8.2667;PT
Freetown;41.7714;-71.0157;US
Harahan;29.9374;-90.203;US
Paszto;47.9194;19.6978;HU
Sredets;42.3461;27.1808;BG
Washington Terrace;41.1683;-111.9783;US
Commerce;33.2421;-95.8991;US
Sultan;47.871;-121.8043;US
Blackstone;42.0399;-71.5313;US
Wendover;51.768;-0.7463;GB
Muncy;41.2021;-76.7854;US
Madeira;39.1856;-84.3734;US
Washington Township;40.9884;-74.0637;US
Princes Risborough;51.724;-0.8344;GB
Saidia;35.085;-2.2392;MA
Benner;40.8698;-77.8154;US
Valldoreix;41.4678;2.0647;ES
Anthony;32.0132;-106.5984;US
Walworth;43.1633;-77.3132;US
Gridley;39.3622;-121.6971;US
Ziebice;50.6;17.0444;PL
Veliki Preslav;43.1614;26.8125;BG
Brownfield;33.1757;-102.273;US
Fort Polk South;31.0512;-93.2159;US
Mittenwalde;52.2667;13.5333;DE
Sekimachi;33.0617;130.5414;JP
Dallas;41.3604;-75.9662;US
Furth im Wald;49.3097;12.84;DE
Kamien Pomorski;53.9697;14.7858;PL
Girard;41.1666;-80.6963;US
Moss Vale;-34.5483;150.3678;AU
Hillview;38.0563;-85.6848;US
Burlington;48.4676;-122.3298;US
Almargem;38.8475;-9.2714;PT
Oromocto;45.8488;-66.4788;CA
La Cruz;11.0742;-85.6294;CR
Steger;41.4723;-87.6176;US
Marlton;38.762;-76.7857;US
Spanish Fort;30.7257;-87.8601;US
Krompachy;48.9167;20.8744;SK
Olekminsk;60.3833;120.4333;RU
Wanaka;-44.7081;169.1239;NZ
Bethalto;38.9014;-90.0467;US
Lake Elmo;44.9944;-92.9031;US
Salisbury;42.8465;-70.8616;US
Redding;41.3051;-73.3916;US
Iijima;35.6764;137.9194;JP
Midland;47.1734;-122.412;US
Lake Mohawk;41.015;-74.6639;US
Brewood;52.6769;-2.1738;GB
Cloverdale;38.7961;-123.0151;US
Furtwangen im Schwarzwald;48.0503;8.2092;DE
Mendon;42.9859;-77.5479;US
Abdurahmoni Jomi;37.9794;68.689;TJ
Audubon;40.1304;-75.428;US
Matamata;-37.8097;175.7733;NZ
Lynwood;41.5234;-87.5508;US
Basalt;39.3663;-107.0414;US
Ivins;37.1742;-113.6809;US
Neuhaus am Rennweg;50.51;11.1378;DE
Griesbach;48.45;13.2;DE
Perkiomen;40.2315;-75.4644;US
Crawford;41.5685;-74.3168;US
Elsfleth;53.2333;8.4667;DE
Olds;51.7928;-114.1067;CA
Zychlin;52.2453;19.6236;PL
Brimington;53.258;-1.3905;GB
Cairo;30.8791;-84.205;US
Coutances;49.0453;-1.4453;FR
Elwood;40.2744;-85.837;US
St. Marys;40.5475;-84.3931;US
Waldheim;51.0667;13.0167;DE
Horokhiv;50.4994;24.765;UA
Salcea;47.65;26.37;RO
Neuotting;48.2167;12.6833;DE
Scotchtown;41.4759;-74.3682;US
Good Hope;33.7706;-117.2772;US
Fair Oaks;33.9192;-84.5444;US
Stansbury Park;40.6356;-112.3054;US
Sullivan;38.2129;-91.1636;US
Rensselaer;42.6465;-73.7328;US
Clifton Springs;-38.15;144.5667;AU
Pryor Creek;36.2998;-95.3102;US
Cold Springs;39.6927;-119.9775;US
Ortenberg;50.3558;9.0553;DE
Hallstadt;49.9333;10.8833;DE
Bingham;52.952;-0.953;GB
Calimesa;33.9874;-117.0542;US
Modra;48.3331;17.3069;SK
Plon;54.1622;10.4214;DE
Dunn Loring;38.8945;-77.2316;US
Flossmoor;41.5391;-87.6857;US
Plymouth;42.3718;-83.468;US
Shaftesbury;51.0059;-2.1969;GB
Hooper;41.1599;-112.2871;US
Minyar;55.0667;57.55;RU
Bethel Township;39.8458;-75.4891;US
Thief River Falls;48.1112;-96.1771;US
Devnya;43.2189;27.5603;BG
Katoomba;-33.715;150.3128;AU
Ystradgynlais;51.781;-3.7511;GB
Terra Roxa;-20.7889;-48.33;BR
Chadan;51.2833;91.5667;RU
Whitnash;52.268;-1.524;GB
Fairview;33.1399;-96.6116;US
Hirayama;33.6467;130.5;JP
Seini;47.7478;23.2853;RO
Huron East;43.63;-81.28;CA
Holualoa;19.6238;-155.9269;US
Tulbagh;-33.285;19.1378;ZA
Borgholzhausen;52.1;8.3;DE
Cockermouth;54.6613;-3.362;GB
Union;34.7235;-81.6248;US
Beecher;43.0903;-83.7039;US
Dobris;49.7812;14.1672;CZ
Challapata;-18.9;-66.7667;BO
Elze;52.1167;9.7333;DE
Freystadt;49.1989;11.3292;DE
Doberlug-Kirchhain;51.6167;13.5667;DE
Tarusa;54.7167;37.1833;RU
Bolokhovo;54.0833;37.8167;RU
Duchcov;50.6039;13.7463;CZ
Otaki;35.285;140.2456;JP
Soeda;33.5717;130.8542;JP
Woodmoor;39.1063;-104.8456;US
Jersey Shore;41.2012;-77.2666;US
Triangle;38.5483;-77.3195;US
Beckett Ridge;39.3448;-84.4381;US
Grosse Pointe Farms;42.4067;-82.8992;US
Tyachiv;48.0114;23.5722;UA
Menaka;15.9167;2.4;ML
Nittenau;49.1964;12.2686;DE
Taragi;32.2642;130.9358;JP
Stara Tura;48.7772;17.6956;SK
Somero;60.6292;23.5139;FI
Whitwick;52.7403;-1.3556;GB
Mnichovo Hradiste;50.5273;14.9714;CZ
Kharovsk;59.9642;40.1912;RU
Waldenbuch;48.6372;9.1317;DE
Economy;40.641;-80.184;US
Villa Morelos;20.0033;-101.4144;MX
Plymouth;43.7447;-87.9657;US
Berthoud;40.307;-105.0419;US
Epanomi;40.4261;22.9281;GR
Wakefield-Peacedale;41.4461;-71.5004;US
Whitestown;39.9705;-86.3612;US
Portlethen;57.061;-2.13;GB
Breckerfeld;51.2611;7.4667;DE
San Elizario;31.5793;-106.2632;US
Dillon;34.4233;-79.3689;US
Plainville;42.0141;-71.3364;US
Herzberg;51.6831;13.2331;DE
Siklos;45.8519;18.2986;HU
Livno;43.8269;17.0081;BA
Notodden;59.5594;9.2585;NO
Fort Irwin;35.2476;-116.6834;US
Tiburon;37.8854;-122.4637;US
Monmouth;40.9141;-90.6423;US
Highland Park;32.8311;-96.8012;US
West Caln;40.0237;-75.8866;US
Policka;49.7147;16.2655;CZ
Vinhais;41.8167;-7;PT
Verkhnyaya Tura;58.3574;59.8224;RU
Te Puke;-37.7833;176.3167;NZ
Kuvshinovo;57.0333;34.1667;RU
Chrysoupoli;40.9833;24.7;GR
Jeannette;40.3277;-79.6139;US
Rafard;-23.0117;-47.5269;BR
Werneuchen;52.6331;13.7331;DE
Guerrero;28.5478;-107.4856;MX
Armadale;55.8978;-3.7047;GB
Windermere;54.376;-2.907;GB
Sutherlin;43.3884;-123.3231;US
Bolnisi;41.45;44.5333;GE
Khoni;42.3167;42.4333;GE
Wollert;-37.597;145.033;AU
Obernburg am Main;49.84;9.1414;DE
Greenwood;35.2134;-94.2408;US
Port Townsend;48.122;-122.7872;US
Seaside;45.9889;-123.9214;US
Valley Center;33.233;-117.0157;US
Kelso;-33.4186;149.6056;AU
Brownsville;35.589;-89.2578;US
Merrimac;-28.05;153.3667;AU
Grantsville;40.6148;-112.4777;US
Kings Grant;34.2665;-77.8659;US
Livingston;45.6666;-110.5538;US
Neves Paulista;-20.8458;-49.63;BR
Springfield;43.2906;-72.4809;US
Cherry Hinton;52.1849;0.176;GB
Chocen;50.0016;16.2231;CZ
Hornsea;53.9108;-0.1676;GB
Alexander City;32.9242;-85.9361;US
Ballenstedt;51.72;11.2375;DE
Westphalia;38.8385;-76.8231;US
Rakitovo;41.99;24.0872;BG
Ayr;-19.5744;147.4066;AU
Newmarket;43.0691;-70.9516;US
Stanley;49.1331;-98.0656;CA
Birch Bay;48.923;-122.7543;US
Dumbarton;37.613;-77.5065;US
Redlands;39.0886;-108.6583;US
Ferryhill;54.69;-1.55;GB
Brewer;44.7835;-68.7352;US
Northwest Harborcreek;42.1494;-79.9946;US
East Haddam;41.4798;-72.3943;US
McFarland;43.0203;-89.2858;US
La Grange;38.3987;-85.375;US
Rhymney;51.759;-3.283;GB
Pineville;35.0864;-80.8915;US
North Codorus;39.8646;-76.8189;US
Woodway;31.4988;-97.2314;US
Hamlin;43.3213;-77.9135;US
Lindstrom;45.387;-92.8477;US
Littleport;52.4568;0.3046;GB
Pomichna;48.25;31.4167;UA
Shelby;40.8847;-82.6578;US
Cinderford;51.8225;-2.4989;GB
Oak Hills Place;30.369;-91.0887;US
Babadag;44.8933;28.7119;RO
St. Anthony;45.0278;-93.2174;US
Busteni;45.4153;25.5375;RO
Weare;43.0813;-71.7219;US
Uricani;45.3364;23.1525;RO
Fairmont;43.6441;-94.4621;US
Worplesdon;51.272;-0.612;GB
Volkach;49.8641;10.2269;DE
Karkkila;60.5347;24.2097;FI
Ochsenhausen;48.0722;9.9481;DE
Manteno;41.2471;-87.8457;US
Yelnya;54.5667;33.1667;RU
Mbamba Bay;-11.2833;34.7667;TZ
North Sarasota;27.3711;-82.5177;US
Dexter;36.7928;-89.9634;US
Diss;52.3812;1.1079;GB
Szentgotthard;46.9525;16.2736;HU
Chamical;-30.3496;-66.3167;AR
Powdersville;34.7825;-82.4958;US
Chop;48.4333;22.2;UA
St. Marys;41.4574;-78.5342;US
Mechanicsburg;40.2115;-77.006;US
Albion;42.2478;-84.7572;US
Chyhyryn;49.0833;32.6667;UA
Merstham;51.264;-0.153;GB
Tepechitlan;21.6667;-103.3333;MX
Banak;27.8708;52.0272;IR
Vel'ky Meder;47.85;17.7667;SK
LaSalle;41.3575;-89.0718;US
Waseca;44.0826;-93.5025;US
Chanute;37.6695;-95.4621;US
Grinnell;41.7361;-92.7244;US
Barrington;43.2139;-71.0424;US
Linganore;39.4111;-77.3026;US
Monastyryshche;48.99;29.8011;UA
South Abington;41.4901;-75.6891;US
Picnic Point;47.8744;-122.3078;US
Macedon;43.0792;-77.3095;US
Murphysboro;37.7679;-89.3321;US
Bumbesti-Jiu;45.1786;23.3814;RO
Florstadt;50.3158;8.8631;DE
San Pablo Villa de Mitla;16.917;-96.4;MX
Chester;34.705;-81.2132;US
Silver Springs Shores;29.1031;-82.005;US
Shiprock;36.7924;-108.7005;US
Fort Knox;37.8915;-85.9636;US
Bernsbach;50.5667;12.75;DE
Horden;54.764;-1.315;GB
Parque del Plata;-34.7667;-55.7167;UY
Penetanguishene;44.7667;-79.9333;CA
Byfleet;51.34;-0.47;GB
Schleiz;50.5833;11.8167;DE
Iwaizumi;39.8431;141.7967;JP
Tlumach;48.8669;25.0012;UA
Micco;27.8683;-80.51;US
Naunhof;51.2778;12.5883;DE
White City;42.4316;-122.8322;US
Thames;-37.1383;175.5375;NZ
Rain;48.6833;10.9167;DE
Hermsdorf;50.8981;11.8567;DE
Skovorodino;53.9833;123.9333;RU
Auerbach;49.692;11.6333;DE
Qualicum Beach;49.35;-124.4333;CA
Sodankyla;67.4171;26.6;FI
Floro;61.5986;5.0172;NO
San Ramon;-34.2914;-55.9542;UY
Hanko;59.8236;22.9681;FI
Pittsgrove;39.5404;-75.1291;US
Paulo de Faria;-20.0308;-49.3828;BR
Oakwood;39.7202;-84.1733;US
Mikhaylovsk;56.4333;59.1167;RU
Deutsch-Wagram;48.2994;16.5644;AT
Lenox;43.1113;-75.7582;US
Harrisburg;37.7373;-88.5457;US
Liman;38.8733;48.8139;AZ
Eceabat;40.1842;26.3575;TR
Horice;50.3661;15.6319;CZ
Independence;37.2118;-95.7328;US
East Nottingham;39.7621;-75.9705;US
Oakville;41.5923;-73.0858;US
Cape St. Claire;39.0433;-76.4471;US
Larkfield-Wikiup;38.513;-122.7536;US
Achacachi;-16.0444;-68.685;BO
Suoyarvi;62.0833;32.3667;RU
Rotonda;26.8845;-82.2791;US
Serafimovich;49.5833;42.7333;RU
Boonton;40.9047;-74.4048;US
Penig;50.9336;12.7058;DE
Durdevac;46.0272;17.0672;HR
Camenca;48.0333;28.7;MD
Oak Grove;45.3409;-93.3264;US
Sheffield Lake;41.4884;-82.0978;US
Harrodsburg;37.7654;-84.8474;US
Szerencs;48.1622;21.205;HU
Belsh;40.9833;19.8833;AL
Ararat;-37.2833;142.9167;AU
Kozlovka;55.8333;48.25;RU
Aledo;32.6973;-97.607;US
Sellersburg;38.4028;-85.7706;US
Charters Towers;-20.1;146.2667;AU
Stadtilm;50.7758;11.0825;DE
Blanchard;35.1523;-97.6613;US
San Jose de Gracia;22.15;-102.4167;MX
Takua Pa;8.8658;98.3413;TH
Whitehouse;32.2222;-95.2217;US
Southside;33.9007;-86.0238;US
Waverly;42.725;-92.4708;US
Polaniec;50.4333;21.2833;PL
Caister-on-Sea;52.651;1.733;GB
Sheffield;34.757;-87.6977;US
St. Albans;44.8118;-73.0846;US
Pudozh;61.8;36.5333;RU
Lisbon;44.0265;-70.09;US
Rainworth;53.1197;-1.1235;GB
Koror;7.3433;134.4804;PW
Septemvri;42.2183;24.1237;BG
Rye;-38.377;144.838;AU
Bad Schussenried;48.0067;9.6586;DE
Landstuhl;49.4122;7.5722;DE
Oakland;35.2256;-89.5372;US
Owani;40.5183;140.5678;JP
Bad Lauchstadt;51.3865;11.8696;DE
San Joaquin;20.9833;-99.5;MX
Bad Bergzabern;49.1031;7.9989;DE
Logan;37.8509;-81.9857;US
Vrable;48.25;18.3167;SK
Gilgit;35.9208;74.3144;PK
Ak'ordat;15.55;37.8833;ER
Nierstein;49.8694;8.3375;DE
Ciudad Cerralvo;26.0899;-99.6147;MX
Wagoner;35.9641;-95.379;US
Bang Mun Nak;16.0278;100.3792;TH
Upper Leacock;40.0801;-76.1854;US
Bussy;46.55;6.55;CH
Corozal;18.3411;-66.3124;PR
Neya;58.2833;43.8667;RU
Barth;54.3667;12.7167;DE
Woodbridge;41.3566;-73.0102;US
Notre-Dame-des-Prairies;46.05;-73.4333;CA
Polesworth;52.6152;-1.6174;GB
Brecon;51.948;-3.391;GB
Hemmoor;53.7025;9.1394;DE
Semily;50.602;15.3356;CZ
West Perth;43.47;-81.2;CA
Hamilton Township;40.9333;-75.2844;US
Ponta do Sol;32.6811;-17.1042;PT
Cabo Rojo;18.0867;-67.1482;PR
Taftanaz;35.9981;36.7847;SY
Moe;-38.1722;146.2678;AU
New Prague;44.5459;-93.5758;US
Pribor;49.6409;18.145;CZ
Steti;50.4531;14.3743;CZ
Sao Jose da Bela Vista;-20.5928;-47.64;BR
Rreshen;41.7667;19.8833;AL
Sugarmill Woods;28.7321;-82.4986;US
Kodiak;57.7934;-152.406;US
Kirk of Shotts;55.823;-3.804;GB
Deniliquin;-35.5317;144.9344;AU
Seabrook;42.887;-70.8613;US
Altenerding;48.2932;11.9054;DE
Aliquippa;40.6155;-80.2547;US
Bridgeport;39.3036;-80.2477;US
Grossbottwar;49.0014;9.2931;DE
Berkeley;38.7439;-90.3361;US
Riverdale;41.1732;-112.0024;US
Darley;-37.6547;144.437;AU
Shopokov;42.8167;74.2333;KG
Fallston;39.5332;-76.4452;US
Mkazi;-11.7323;43.2671;KM
Balsamo;-20.735;-49.5839;BR
Esopus;41.8425;-73.9936;US
Rhinelander;45.6361;-89.4256;US
San Jacinto;-34.5444;-55.8719;UY
Ville Platte;30.6901;-92.2744;US
Cavan Monaghan;44.2;-78.4667;CA
Olmsted Falls;41.3658;-81.9042;US
Mansfeld;51.5942;11.4547;DE
Glencoe;42.1347;-87.7641;US
Lyaskovets;43.1061;25.7153;BG
Orange Park;30.1706;-81.7041;US
Agnita;45.9733;24.6172;RO
Murzzuschlag;47.6075;15.6731;AT
Krumovgrad;41.4719;25.6528;BG
Buda-Kashalyova;52.7167;30.5667;BY
Absecon;39.4228;-74.4944;US
Canal Winchester;39.8432;-82.8121;US
Kappeln;54.6614;9.9311;DE
Yacimiento Rio Turbio;-51.5333;-72.3;AR
Palm Beach;26.6932;-80.0406;US
Soltsy;58.1167;30.3167;RU
Caimanera;19.9947;-75.16;CU
Gorodovikovsk;46.0833;41.9333;RU
Balatonalmadi;47.0292;18.0219;HU
Rochford;51.5821;0.7065;GB
Old Colwyn;53.291;-3.704;GB
Cedral;-20.9028;-49.2678;BR
Takaharu;31.9283;131.0078;JP
Pine Lake Park;40.0017;-74.2595;US
Monson;42.0934;-72.3261;US
Old Orchard Beach;43.5239;-70.3904;US
Merrydale;30.4998;-91.1081;US
Kuhmo;64.125;29.5167;FI
Glens Falls North;43.335;-73.6824;US
Indianola;33.4492;-90.6447;US
Waihee-Waiehu;20.9188;-156.5063;US
Franklin;41.3936;-79.8425;US
Richmond Heights;38.6309;-90.3333;US
Temperance;41.7653;-83.5755;US
Arnprior;45.4333;-76.35;CA
Douglas;42.0525;-71.7516;US
Bad Sooden-Allendorf;51.2667;9.9667;DE
Roznov;46.8356;26.5117;RO
Mariinskiy Posad;56.1167;47.7167;RU
Tirschenreuth;49.8789;12.3369;DE
Kuppenheim;48.8275;8.2544;DE
Toya;42.5514;140.7644;JP
Earlimart;35.8824;-119.2715;US
Belozersk;60.0333;37.7833;RU
Memphis;27.5435;-82.5607;US
Lower Swatara;40.2188;-76.7602;US
Iernut;46.4533;24.2333;RO
Seffner;27.9981;-82.2735;US
Airmont;41.0992;-74.099;US
Quakertown;40.4398;-75.3456;US
Walmer;51.2043;1.3985;GB
Villas;39.0158;-74.9349;US
Skidaway Island;31.9372;-81.0449;US
Smiths Falls;44.9;-76.0167;CA
Sans Souci;34.8901;-82.4241;US
Seneca Falls;42.9136;-76.7904;US
Azandarian;34.5089;48.6867;IR
Mucheln;51.3;11.8;DE
South Kensington;39.0188;-77.0785;US
Jesus Nazareno;-32.9111;-68.79;AR
Berching;49.1064;11.4394;DE
O'Hara;40.5092;-79.895;US
Upholland;53.541;-2.728;GB
Wharton;29.3138;-96.1044;US
Rathdrum;47.7995;-116.8908;US
Hajdudorog;47.8167;21.5;HU
Topsham;43.9615;-69.9588;US
Calbe;51.9033;11.7758;DE
Jackson Township;40.3774;-76.3142;US
Canonsburg;40.2643;-80.1868;US
Edgewood;39.0091;-84.5604;US
Miramar Beach;30.3854;-86.3443;US
Graham;33.1017;-98.5778;US
Hainichen;50.9697;13.1253;DE
Needles;34.8164;-114.6189;US
Clarendon Hills;41.7981;-87.9569;US
Porkhov;57.7667;29.55;RU
Vasarosnameny;48.1267;22.3183;HU
Norton Canes;52.6833;-1.9666;GB
Ripponden;53.672;-1.946;GB
Santa Lucia;-21.685;-48.0839;BR
Volchansk;59.9333;60.05;RU
Gremyachinsk;58.5667;57.8333;RU
Pitman;39.7335;-75.1306;US
Makaha;21.4734;-158.2103;US
Rock Falls;41.7723;-89.6928;US
Baraolt;46.075;25.6;RO
New Scotland;42.6047;-73.9413;US
Clayton;39.6627;-75.0782;US
Perkasie;40.3719;-75.292;US
Moranbah;-22.0016;148.0533;AU
Forbes;-33.3833;148.0167;AU
Sileby;52.731;-1.106;GB
Princeton;38.3553;-87.5784;US
Rava-Rus'ka;50.25;23.6167;UA
West Donegal;40.1297;-76.6227;US
Olney;38.7285;-88.0838;US
Barntrup;51.9831;9.1167;DE
Hadleigh;52.044;0.961;GB
Edgewater Park;40.054;-74.9117;US
Hernando;28.9451;-82.3781;US
Solotvyno;47.9597;23.8669;UA
Kirby;29.4611;-98.3861;US
Pont-Rouge;46.75;-71.7;CA
Staufenberg;50.6667;8.7167;DE
Tasnad;47.4772;22.5833;RO
Szeghalom;47.0239;21.1678;HU
Furstenfeld;47.05;16.0833;AT
Tlanalapa;19.8167;-98.6;MX
Mystic Island;39.5659;-74.3831;US
Neuenkirchen;52.5167;8.0667;DE
Glenwood;41.5409;-87.6116;US
Maryborough;-37.05;143.735;AU
Glenshaw;40.5391;-79.9735;US
Garden City;32.0868;-81.1773;US
Kirchen;50.8086;7.8833;DE
Fairmount;39.7931;-105.1712;US
Monett;36.922;-93.9261;US
Jerseyville;39.1175;-90.3271;US
Cerveny Kostelec;50.4763;16.093;CZ
Champlain;45.5333;-74.65;CA
Perg;48.2503;14.6336;AT
Citrusdal;-32.5894;19.0147;ZA
Bay Minette;30.893;-87.7912;US
Mount Vista;45.7373;-122.6315;US
Westampton;40.0168;-74.8213;US
Weida;50.7667;12.0667;DE
Bersenbruck;52.5553;7.9472;DE
Secovce;48.7;21.65;SK
Babeni;44.975;24.2311;RO
Nevada;37.8445;-94.3492;US
Coaticook;45.1333;-71.8;CA
Des Peres;38.5973;-90.448;US
Raunds;52.345;-0.537;GB
Corrales;35.2366;-106.6191;US
Perryville;37.7263;-89.8759;US
Park Ridge;41.0353;-74.0423;US
Gresham Park;33.7053;-84.3155;US
Uglegorsk;49.0667;142.0333;RU
Chikhli;20.75;73.07;IN
Ueckermunde;53.7333;14.0333;DE
Pickering;54.2439;-0.776;GB
Waltham Cross;51.686;-0.0331;GB
Kirn;49.7881;7.4572;DE
Marlborough;41.6338;-73.9903;US
Montesano;47.0102;-123.5857;US
Chamonix-Mont-Blanc;45.9222;6.8689;FR
Bicaz;46.9108;26.0911;RO
Succasunna;40.8507;-74.6596;US
Perl;49.4667;6.3667;DE
Zoutleeuw;50.8333;5.1036;BE
Ballsh;40.5991;19.7359;AL
Clinton;38.3716;-93.7679;US
Verkhnyaya Teberda;43.45;41.75;RU
Bus'k;49.9667;24.6167;UA
Polegate;50.8216;0.2442;GB
Grossraschen;51.5831;14;DE
Barvynkove;48.9067;37.0131;UA
Claymont;39.8032;-75.4606;US
Scott;30.2398;-92.0947;US
Stillwater;42.9701;-73.6885;US
Nadudvar;47.4167;21.1667;HU
Newstead;43.0196;-78.5223;US
Harlington;53.481;-1.182;GB
Golden Valley;35.206;-114.2327;US
Minto;43.9167;-80.8667;CA
Dunafoldvar;46.8;18.9167;HU
Binfield;51.432;-0.792;GB
Cresskill;40.9405;-73.9596;US
Morden;49.1919;-98.1006;CA
Hawthorn Woods;42.2313;-88.0623;US
Ferreira do Zezere;39.7;-8.2833;PT
La Libertad;16.7804;-90.12;GT
Tuba City;36.125;-111.2468;US
Reginopolis;-21.8878;-49.225;BR
West Vero Corridor;27.6378;-80.4855;US
Nishiowa;36.022;139.6543;JP
Bloomingdale;36.5793;-82.5096;US
Long Hill;40.6838;-74.4878;US
Klingenthal;50.3669;12.4686;DE
Hoquiam;46.9863;-123.9022;US
Tibro;58.419;14.158;SE
Penkridge;52.7252;-2.1164;GB
Brigantine;39.4138;-74.3787;US
Teterow;53.7667;12.5667;DE
Dobrada;-21.5167;-48.3939;BR
Georgetown;42.724;-70.9821;US
Kennedale;32.6434;-97.2173;US
Brightlingsea;51.81;1.03;GB
Detroit Lakes;46.806;-95.8449;US
Andrushivka;50.0167;29.0167;UA
Matawan;40.4127;-74.2365;US
Premnitz;52.5331;12.3331;DE
Monahans;31.6289;-103.0403;US
Schuylkill;40.1086;-75.4982;US
Frankfort Square;41.5221;-87.8033;US
Mount Pleasant;40.9625;-91.5452;US
Marshall;40.6453;-80.11;US
Santa Eulalia;28.5939;-105.8878;MX
Edgemere;39.2273;-76.459;US
Springwood;-33.6967;150.5683;AU
Nefasit;15.3333;39.0619;ER
Ikata-cho;33.4883;132.3542;JP
Cortez;37.3505;-108.5766;US
Laishevo;55.4;49.55;RU
Oppenheim;49.8556;8.3603;DE
Ustyuzhna;58.8333;36.4333;RU
Prairie du Sac;43.292;-89.7353;US
Hampstead;42.8821;-71.1709;US
Lutzen;51.2583;12.1417;DE
York;34.9967;-81.234;US
Salem;40.054;-111.672;US
Highfields;-27.4581;151.9492;AU
Paddock Wood;51.1756;0.3955;GB
Byureghavan;40.3147;44.5936;AM
Hyrum;41.6311;-111.8418;US
Akhmet'a;42.0333;45.2;GE
